dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
LogitBoost-I-10-DecisionStump,0.259277,0.985776,0.736625,0.848753,0.808426,0.879855,0.929851,0.75,0.723458,0.956887,0.657576,0.674891,0.866398,0.56218,0.815464,0.865983,0.85,0.707864,0.720286,0.959264,0.741477,0.856331,0.713679,0.74079,0.818182,0.847796,0.833934,0.777829,0.820875,0.818769,0.99571,0.91181,0.940303,0.938062,0.310985,0.896332,0.735073,0.70079,0.46875,0.82371,0.877358,0.75,0.725806,0.662037,0.544379,0.990741,0.934426,0.982309,0.903314,0.916022,0.969354,0.924618,0.665657,0.469027,0.857698,0.959248,0.666667,0.979044,0.724458,0.751407,0.791084,0.929789,0.920048,0.832714,0.8125,0.919786,0.7375,0.949473,0.51475,0.721531,0.71701,0.954232,0.71258,0.826773,0.604447,0.950045
LogitBoost-I-160-DecisionStump,0.255686,0.993318,0.716814,0.831858,0.814634,0.9728,0.934328,0.740291,0.692308,0.958512,0.704762,0.695238,0.934606,0.553293,0.80163,0.853261,0.849275,0.734,0.807407,0.956284,0.742188,0.830357,0.728972,0.732026,0.821429,0.787879,0.782178,0.792517,0.774074,0.83871,0.995228,0.923077,0.926667,0.972778,0.403621,0.894737,0.87905,0.701449,0.34375,0.851351,0.886792,0.75,0.75,0.659722,0.556213,1,0.918033,1,0.924691,0.971886,0.971314,0.980804,0.666667,0.424779,0.8986,0.884416,0.533333,0.979056,0.721362,0.750469,0.870192,0.934114,0.947837,0.802974,0.8625,0.871658,0.6625,0.963009,0.609272,0.983299,0.780142,0.958621,0.89596,0.8464,0.588949,0.930693
LogitBoost-I-20-DecisionStump,0.266938,0.991091,0.74115,0.840708,0.843902,0.912,0.927612,0.745146,0.70979,0.958512,0.685714,0.657143,0.901042,0.558724,0.820652,0.861413,0.863768,0.732,0.751852,0.95082,0.742188,0.839286,0.714953,0.72549,0.714286,0.848485,0.805281,0.785714,0.811111,0.812903,0.995493,0.903134,0.933333,0.942741,0.344311,0.894737,0.7951,0.704348,0.375,0.824324,0.90566,0.75,0.75,0.659722,0.550296,1,0.92623,0.998031,0.910262,0.948754,0.969487,0.953512,0.666667,0.466077,0.873095,0.97316,0.6,0.980382,0.724458,0.757036,0.841346,0.935578,0.936536,0.806691,0.8,0.893048,0.7375,0.956113,0.556291,0.769311,0.734043,0.963218,0.784849,0.8426,0.604447,0.950495
LogitBoost-I-40-DecisionStump,0.262389,0.993318,0.743363,0.836283,0.829268,0.9232,0.936567,0.73301,0.688811,0.958512,0.685714,0.657143,0.912616,0.556687,0.807065,0.850543,0.85942,0.747,0.757407,0.95082,0.747396,0.833333,0.71028,0.72549,0.821429,0.787879,0.79868,0.802721,0.811111,0.812903,0.995493,0.917379,0.926667,0.955569,0.374857,0.894737,0.8376,0.707246,0.375,0.837838,0.915094,0.75,0.75,0.659722,0.556213,1,0.918033,0.999508,0.923843,0.963345,0.969669,0.971707,0.666667,0.445428,0.888491,0.978788,0.533333,0.978526,0.724458,0.747655,0.860577,0.935578,0.943925,0.799257,0.8375,0.887701,0.675,0.958307,0.536424,0.827766,0.765957,0.967816,0.862626,0.8472,0.604447,0.930693
LogitBoost-I-80-DecisionStump,0.255207,0.994432,0.738938,0.836283,0.819512,0.9408,0.934328,0.742718,0.695804,0.959943,0.714286,0.657143,0.931713,0.558045,0.82337,0.86413,0.855072,0.745,0.785185,0.953552,0.747396,0.83631,0.728972,0.718954,0.821429,0.787879,0.79538,0.795918,0.781482,0.825806,0.995228,0.925926,0.926667,0.964018,0.393855,0.894737,0.86575,0.701449,0.375,0.837838,0.90566,0.75,0.75,0.659722,0.556213,1,0.918033,1,0.926003,0.970819,0.971496,0.978075,0.666667,0.433628,0.894557,0.979654,0.533333,0.977731,0.718266,0.750469,0.870192,0.939971,0.946533,0.802974,0.85,0.877005,0.6875,0.959875,0.576159,0.913361,0.771868,0.96092,0.884848,0.8474,0.601752,0.930693
MultiBoostAB-I-10-ConjunctiveRule,0.210199,0.801676,0.550358,0.464602,0.44878,0.75101,0.906787,0.76699,0.696803,0.947204,0.571429,0.571429,0.700231,0.42702,0.815346,0.802148,0.855072,0.699429,0.683422,0.502732,0.739025,0.645833,0.443925,0.738873,0.471088,0.424242,0.800723,0.8,0.778836,0.80553,0.967947,0.847782,0.938413,0.660513,0.20124,0.822055,0.0703,0.627881,0.428571,0.752252,0.827494,0.75,0.733103,0.671296,0.606368,0.957121,0.919594,0.952012,0.662257,0.198754,0.930213,0.204057,0.710457,0.289086,0.436236,0.285714,0.511111,0.978892,0.473684,0.534709,0.720467,0.262079,0.881755,0.79607,0.69881,0.919786,0.641071,0.765741,0.317881,0.697535,0.410165,0.952928,0.170707,0.668476,0.406334,0.594059
MultiBoostAB-I-10-DecisionStump,0.209959,0.799706,0.556919,0.464602,0.44878,0.729091,0.908955,0.771498,0.71424,0.949668,0.571429,0.571429,0.700231,0.42702,0.815217,0.828187,0.855072,0.698864,0.691919,0.502732,0.734848,0.645833,0.448598,0.737522,0.590909,0.429752,0.828683,0.804267,0.814478,0.815836,0.953871,0.840456,0.932424,0.660513,0.18873,0.831738,0.0709,0.641634,0.473214,0.748157,0.86478,0.75,0.732719,0.671296,0.574528,0.958223,0.91413,0.944116,0.662269,0.197493,0.931299,0.203781,0.699495,0.289086,0.437947,0.285694,0.714286,0.965536,0.467492,0.534709,0.73514,0.279649,0.847611,0.784918,0.723214,0.919786,0.6875,0.762867,0.377483,0.686468,0.399312,0.956113,0.173875,0.583573,0.407008,0.60396
MultiBoostAB-I-10-DecisionTable,0.25808,0.990349,0.694358,0.79809,0.814402,0.832381,0.928287,0.768839,0.715618,0.961169,0.590476,0.601814,0.946263,0.549898,0.84705,0.830875,0.857208,0.739381,0.850441,0.947567,0.75403,0.835318,0.691589,0.734827,0.464286,0.639611,0.815024,0.796598,0.831111,0.811982,0.993296,0.924162,0.950333,0.991567,0.487709,0.835422,0.839071,0.576812,0.519737,0.79955,0.885444,1,0.975806,0.727182,0.587208,1,0.911007,1,0.97414,0.897481,0.965311,0.926514,0.640123,0.40708,0.86957,0.965698,0.533333,0.978576,0.691582,0.747119,0.762363,0.918427,0.939413,0.79908,0.729167,0.915457,0.716667,0.933274,0.470199,0.841137,0.690138,0.952087,0.905002,0.818829,0.549191,0.938614
MultiBoostAB-I-10-HyperPipes,0.051085,0.974865,0.61989,0.671302,0.636004,0.4608,0.93081,0.771729,0.700133,0.908304,0.534694,0.524717,0.700231,0.426729,0.619565,0.697334,0.445507,0.699905,0.780423,0.938069,0.657862,0.731151,0.544281,0.73047,0.496599,0.613636,0.576143,0.661565,0.587478,0.720323,0.933558,0.358974,0.915667,0.541168,0.099658,0.908939,0.232048,0.45107,0.5,0.617761,0.808176,0.75,0.733871,0.671296,0.621302,0.472222,0.508197,0.997649,0.624383,0.355552,0.915575,0.165952,0.701058,0.246945,0.499615,0.763286,0.723809,0.93862,0.683179,0.614402,0.644002,0.851495,0.659401,0.812356,0.772024,0.763687,0.648214,0.516734,0.403974,0.346555,0.329956,0.613793,0.364358,0.472419,0.332627,0.949081
MultiBoostAB-I-10-IB1,0.205798,0.990508,0.522124,0.75748,0.766783,0.770057,0.917129,0.669556,0.657842,0.954357,0.624943,0.554286,0.797729,0.444218,0.812888,0.632635,0.807085,0.706905,0.742593,0.945485,0.693018,0.802154,0.695594,0.667756,0.482993,0.761183,0.760176,0.778486,0.755732,0.796129,0.912374,0.868946,0.949667,0.929361,0.391943,0.856307,0.958658,0.63285,0.409226,0.827864,0.828841,0.789242,0.742319,0.545525,0.546633,0.870811,0.793911,1,0.839502,0.986161,0.957854,0.993837,0.573684,0.345554,0.90351,0.969986,0.590476,0.961319,0.663276,0.689583,0.865614,0.903368,0.903841,0.717649,0.679762,0.88057,0.582143,0.781383,0.626301,0.849736,0.700608,0.929425,0.988793,0.74199,0.518772,0.966054
MultiBoostAB-I-10-IBk,0.205411,0.991091,0.528761,0.778761,0.760976,0.8656,0.919403,0.660194,0.711455,0.949928,0.638095,0.628571,0.935185,0.441955,0.8125,0.63587,0.811594,0.72,0.744444,0.945355,0.701823,0.803571,0.705607,0.671336,0.464286,0.718254,0.762376,0.768707,0.751852,0.806452,0.915164,0.863248,0.953333,0.962766,0.730539,0.824561,0.9606,0.628986,0.375,0.824324,0.820755,0.99537,0.766129,0.592593,0.56213,0.988426,0.795082,1,0.983796,0.986121,0.960011,0.993632,0.614197,0.38039,0.904821,0.971429,0.6,0.961824,0.683621,0.728178,0.865385,0.911037,0.907743,0.717472,0.675,0.870385,0.632143,0.746708,0.625355,0.989562,0.698582,0.924138,0.992929,0.7362,0.522911,0.960396
MultiBoostAB-I-10-J48,0.22697,0.993477,0.724505,0.839022,0.851104,0.816457,0.915743,0.742141,0.707792,0.96042,0.59093,0.551474,0.948716,0.521482,0.847438,0.658773,0.860593,0.733048,0.610317,0.966563,0.741816,0.851899,0.748331,0.704326,0.619048,0.825397,0.797423,0.80469,0.79963,0.831951,0.995998,0.924644,0.949,0.995977,0.592497,0.842105,0.945188,0.705452,0.55506,0.818533,0.9,0.997134,0.834485,0.564468,0.582417,1,0.918033,1,0.989539,0.968607,0.972085,0.987203,0.620106,0.41326,0.905459,0.97986,0.628571,0.989938,0.70603,0.733986,0.794872,0.928258,0.953261,0.795539,0.773214,0.885918,0.681548,0.937304,0.614317,0.943215,0.758584,0.960044,0.913557,0.81989,0.584063,0.947666
MultiBoostAB-I-10-JRip,0.190328,0.993053,0.742146,0.794775,0.803949,0.85181,0.932658,0.755895,0.725275,0.96294,0.66,0.649887,0.922178,0.521514,0.855835,0.83618,0.867093,0.733571,0.753486,0.947567,0.755084,0.84558,0.722519,0.731404,0.605442,0.836219,0.820682,0.806293,0.820106,0.813825,0.99413,0.927011,0.947302,0.995634,0.422239,0.851295,0.668059,0.704762,0.491112,0.835907,0.875561,0.9375,0.902842,0.655203,0.588053,0.986111,0.898907,1,0.984799,0.973393,0.972271,0.987887,0.684211,0.39233,0.900496,0.979262,0.628572,0.985368,0.721215,0.74158,0.807005,0.939483,0.9411,0.819614,0.794643,0.879806,0.715476,0.957143,0.490697,0.989446,0.74924,0.957127,0.882395,0.8368,0.597709,0.931214
MultiBoostAB-I-10-LMT,0.221154,0.994697,0.7126,0.845765,0.786295,0.92701,0.914997,0.715534,0.678821,0.962736,0.710476,0.685261,0.982253,0.503598,0.826373,0.807065,0.852367,0.738238,0.789259,0.967473,0.735615,0.846655,0.743881,0.689387,0.518708,0.81746,0.811881,0.799141,0.804409,0.847097,0.994935,0.93081,0.949524,0.996484,0.422239,0.89975,0.668059,0.696618,0.525298,0.850708,0.912848,0.990851,0.854071,0.651786,0.604959,0.997134,0.913349,0.9999,0.993417,0.774011,0.972984,0.807359,0.591667,0.393173,0.898655,0.977036,0.565079,0.990229,0.696005,0.734388,0.798993,0.937391,0.950587,0.813772,0.7625,0.901451,0.680952,0.766595,0.62094,0.979799,0.828842,0.961357,0.963636,0.839657,0.583397,0.93382
MultiBoostAB-I-10-Logistic,0.271008,0.991091,0.548673,0.792035,0.712195,0.8944,0.94005,0.754623,0.682318,0.963826,0.6,0.590476,0.932181,0.508486,0.798777,0.690217,0.851159,0.750095,0.787037,0.969945,0.771453,0.862812,0.634624,0.741052,0.518707,0.562049,0.842056,0.839229,0.832944,0.830415,0.969711,0.885497,0.954333,0.975133,0.422239,0.929825,0.772086,0.682126,0.4375,0.736486,0.867925,0.746362,0.740399,0.640101,0.558185,1,0.906323,1,0.925077,0.947153,0.964144,0.955283,0.57076,0.433769,0.861149,0.957741,0.4,0.967341,0.70485,0.749084,0.730769,0.934044,0.925192,0.803505,0.65,0.868602,0.607738,0.923377,0.540839,0.973904,0.797872,0.96225,0.698827,0.866,0.586703,0.861386
MultiBoostAB-I-10-LWL,0.226478,0.957366,0.586283,0.495364,0.597677,0.685486,0.923881,0.769648,0.712621,0.956332,0.627664,0.634014,0.732253,0.4759,0.827446,0.848085,0.85666,0.718714,0.71634,0.943716,0.740265,0.727324,0.453271,0.738406,0.511905,0.750721,0.795694,0.789753,0.763845,0.821147,0.953871,0.880942,0.950877,0.918812,0.264115,0.879699,0.668059,0.643326,0.53125,0.788288,0.726415,0.75,0.750384,0.662809,0.563539,0.989308,0.924668,0.992787,0.88645,0.774011,0.931564,0.807359,0.662745,0.40708,0.780241,0.84764,0.666667,0.965536,0.723868,0.724828,0.797619,0.766994,0.849163,0.787573,0.766071,0.91724,0.694048,0.865501,0.549669,0.750174,0.471575,0.954917,0.36536,0.7032,0.407008,0.930172
MultiBoostAB-I-10-MultilayerPerceptron,0.262389,0.988864,0.676991,0.831858,0.786992,0.927314,0.914997,0.721105,0.702631,0.959875,0.695238,0.714286,0.99537,0.531633,0.818342,0.644022,0.84617,0.729238,0.69366,0.961749,0.759859,0.860261,0.702715,0.694989,0.437075,0.729437,0.798051,0.820238,0.807222,0.811674,0.95008,0.919685,0.959649,0.993429,0.422239,0.859649,0.87369,0.712464,0.40625,0.847812,0.933962,1,0.983871,1,1,1,0.893443,1,0.999691,0.982562,0.962239,0.950046,0.583626,0.428852,0.907954,0.960771,0.466667,0.973211,0.70028,0.732646,0.825092,0.934114,0.915805,0.793592,0.722024,0.880061,0.705357,0.766595,0.558183,0.973904,0.835284,0.945433,0.96034,0.840593,0.594372,0.960396
MultiBoostAB-I-10-NaiveBayes,0.238449,0.878884,0.645912,0.747124,0.592799,0.9056,0.882942,0.721221,0.707792,0.959738,0.687982,0.671655,0.881035,0.508583,0.797769,0.664208,0.785749,0.755333,0.722222,0.97623,0.767485,0.853316,0.491544,0.757859,0.62585,0.784271,0.84237,0.839626,0.83933,0.858986,0.954454,0.911681,0.960952,0.895407,0.360137,0.893902,0.64495,0.632609,0.517857,0.83269,0.890835,0.747354,0.742319,0.655203,0.555931,0.972883,0.927791,0.995727,0.905721,0.917141,0.907804,0.856926,0.645,0.493187,0.79629,0.802164,0.768254,0.933091,0.661065,0.743902,0.764423,0.933138,0.794382,0.690211,0.742857,0.892284,0.73631,0.954157,0.540839,0.718809,0.447991,0.91341,0.690813,0.80109,0.576017,0.96717
MultiBoostAB-I-10-NaiveBayesUpdateable,0.238449,0.878884,0.645912,0.747155,0.592799,0.9056,0.882942,0.721221,0.707792,0.959738,0.687982,0.671655,0.88125,0.508583,0.799049,0.664208,0.785652,0.755333,0.721574,0.976129,0.767485,0.853316,0.491544,0.757859,0.62585,0.784271,0.84237,0.840136,0.83933,0.858986,0.954526,0.911681,0.960952,0.895718,0.360137,0.893902,0.645048,0.631746,0.517857,0.83269,0.890835,0.747354,0.742319,0.655203,0.555931,0.972883,0.927791,0.995727,0.905721,0.917147,0.907983,0.856926,0.644444,0.493187,0.79629,0.802164,0.768254,0.933091,0.661065,0.743902,0.764423,0.933016,0.794382,0.690211,0.742857,0.892284,0.73631,0.954157,0.540839,0.718809,0.447991,0.91341,0.690813,0.801086,0.576017,0.966997
MultiBoostAB-I-10-NBTree,0.248983,0.994962,0.695243,0.806574,0.83252,0.830095,0.932537,0.763292,0.704795,0.964575,0.681179,0.646258,0.963459,0.517312,0.830235,0.717133,0.863997,0.751333,0.787037,0.975683,0.752418,0.846088,0.73409,0.732804,0.5,0.798701,0.820525,0.827531,0.813051,0.83405,0.996819,0.931217,0.940333,0.99267,0.422239,0.887218,0.668059,0.683506,0.517857,0.848777,0.888589,1,0.917051,0.708003,0.608622,1,0.921936,1,0.992203,0.972993,0.972748,0.989019,0.631111,0.454418,0.898779,0.975834,0.768254,0.984775,0.712221,0.744036,0.831731,0.940041,0.951356,0.81448,0.80119,0.897886,0.697024,0.957884,0.580574,0.94572,0.761117,0.95665,0.93663,0.83524,0.568059,0.940594
MultiBoostAB-I-10-NNge,0.235827,0.993796,0.671934,0.72468,0.782811,0.837181,0.935359,0.736708,0.680819,0.966415,0.488722,0.439002,0.953511,0.489186,0.821558,0.693711,0.84836,0.739476,0.721252,0.964618,0.752108,0.859552,0.720961,0.681139,0.486395,0.810967,0.833883,0.822234,0.817934,0.853763,0.986353,0.931217,0.958413,0.987931,0.422239,0.86132,0.949467,0.668185,0.521382,0.806306,0.722372,0.999669,0.90745,0.525132,0.548887,0.998347,0.928572,0.99976,0.97949,0.960155,0.966765,0.983148,0.598246,0.418879,0.895986,0.97147,0.419048,0.972694,0.684358,0.712142,0.745192,0.925051,0.938088,0.810586,0.778571,0.894831,0.700595,0.537498,0.643961,0.915101,0.683665,0.958851,0.941943,0.830286,0.593184,0.956931
MultiBoostAB-I-10-OneR,0.223377,0.836674,0.566898,0.464602,0.664808,0.738819,0.906716,0.767452,0.70646,0.948975,0.152381,0.152381,0.700755,0.448356,0.810054,0.673007,0.855072,0.659095,0.498343,0.482045,0.703993,0.660006,0.585225,0.728758,0.586735,0.67785,0.764734,0.801647,0.751676,0.795699,0.96482,0.872609,0.946984,0.86796,0.247856,0.820384,0.170545,0.613527,0.46131,0.760296,0.5,0.75,0.708525,0.671296,0.566638,0.956349,0.899297,0.985229,0.709722,0.264207,0.942344,0.38535,0.686244,0.267453,0.631815,0.713564,0.650794,0.964488,0.560224,0.614447,0.67033,0.40396,0.808334,0.785803,0.667857,0.919786,0.697024,0.243156,0.434248,0.691918,0.515085,0.956103,0.315103,0.629581,0.386824,0.425743
MultiBoostAB-I-10-PART,0.232794,0.992523,0.737884,0.846996,0.825087,0.853486,0.937207,0.72411,0.693806,0.960828,0.66712,0.633106,0.980627,0.517603,0.839027,0.659679,0.858768,0.743286,0.58421,0.968076,0.747148,0.850765,0.749221,0.705415,0.651361,0.815296,0.812981,0.81082,0.807408,0.839939,0.996107,0.928933,0.949524,0.995188,0.422239,0.851295,0.948593,0.70421,0.532738,0.824968,0.881401,1,0.981567,0.729497,0.624965,1,0.903201,1,0.998519,0.969803,0.973123,0.987866,0.601058,0.43124,0.905947,0.97753,0.622222,0.987451,0.705292,0.734209,0.808379,0.93265,0.953468,0.804567,0.780952,0.895085,0.707738,0.939782,0.618732,0.988568,0.753462,0.957088,0.897374,0.832467,0.595431,0.94703
MultiBoostAB-I-10-RandomForest,0.238962,0.993318,0.654446,0.775179,0.848781,0.811352,0.917591,0.72804,0.67649,0.961986,0.552381,0.485714,0.932099,0.506999,0.852781,0.693064,0.854817,0.749571,0.743573,0.948087,0.752356,0.849915,0.739208,0.680828,0.406462,0.82684,0.820053,0.79019,0.792037,0.830107,0.992249,0.928639,0.946667,0.98887,0.422239,0.873851,0.960297,0.694134,0.4375,0.807272,0.830189,0.965278,0.841014,0.397707,0.542125,1,0.918033,1,0.985802,0.972133,0.973715,0.990586,0.614197,0.435454,0.914108,0.976623,0.622222,0.983424,0.697037,0.730144,0.81685,0.929513,0.953336,0.816782,0.769643,0.914948,0.681548,0.766595,0.666036,0.931703,0.770461,0.963581,0.959596,0.844744,0.603677,0.891089
MultiBoostAB-I-10-RandomTree,0.191286,0.964365,0.479351,0.651496,0.751684,0.7776,0.904478,0.722839,0.699301,0.947885,0.555556,0.52782,0.729745,0.487958,0.792961,0.696687,0.81251,0.674,0.697901,0.759563,0.669271,0.782738,0.579439,0.692499,0.607143,0.803752,0.726073,0.794728,0.737037,0.781567,0.966533,0.849003,0.906667,0.884543,0.408219,0.816207,0.74785,0.623188,0.5625,0.709459,0.603774,0.872244,0.745391,0.515542,0.527191,0.888889,0.786885,0.999508,0.764892,0.74573,0.969982,0.913574,0.620635,0.388678,0.823017,0.893074,0.533333,0.961105,0.665488,0.726391,0.682692,0.848846,0.939754,0.762082,0.5875,0.915202,0.693452,0.587147,0.653106,0.734864,0.643026,0.93977,0.732323,0.6254,0.457547,0.782178
MultiBoostAB-I-10-RBFNetwork,0.233179,0.973698,0.640013,0.770895,0.718467,0.889219,0.929033,0.74607,0.719281,0.956809,0.640363,0.63356,0.92532,0.499758,0.817417,0.771222,0.822429,0.750524,0.75388,0.968579,0.758494,0.847506,0.710503,0.738718,0.508503,0.75974,0.840641,0.835601,0.827513,0.860215,0.958671,0.926333,0.952063,0.918291,0.422239,0.923141,0.668059,0.650794,0.47619,0.821107,0.566038,0.49515,0.501536,0.671406,0.614257,0.515542,0.522248,0.999484,0.947674,0.947616,0.952312,0.96123,0.624339,0.399073,0.849922,0.903896,0.588939,0.962796,0.314315,0.348075,0.819826,0.927839,0.858706,0.794831,0.52619,0.919786,0.690476,0.960039,0.481236,0.728701,0.676404,0.956541,0.698827,0.85481,0.586189,0.961496
MultiBoostAB-I-10-REPTree,0.247307,0.985311,0.714918,0.720185,0.621835,0.821943,0.906716,0.765025,0.690476,0.953948,0.419048,0.419048,0.919588,0.535415,0.848827,0.657479,0.857056,0.736857,0.631746,0.93885,0.75589,0.838294,0.683801,0.733427,0.590136,0.823232,0.81691,0.79983,0.801411,0.813871,0.995644,0.917515,0.945714,0.991536,0.556255,0.824561,0.90931,0.694962,0.452381,0.778636,0.490566,0.9569,0.734639,0.617725,0.555086,1,0.92662,0.999631,0.981265,0.950581,0.971679,0.979617,0.699471,0.395702,0.894038,0.965636,0.346031,0.986454,0.711189,0.746717,0.789148,0.860141,0.943056,0.813595,0.745833,0.911637,0.666071,0.525078,0.539893,0.906154,0.733255,0.954789,0.770996,0.822371,0.58882,0.405941
MultiBoostAB-I-10-Ridor,0.206368,0.985685,0.625451,0.665079,0.668621,0.852498,0.930573,0.722314,0.715784,0.960215,0.59596,0.564536,0.977451,0.543326,0.840709,0.824017,0.859489,0.727619,0.750232,0.955738,0.753348,0.767429,0.741437,0.72051,0.57483,0.82496,0.826811,0.802211,0.801058,0.796605,0.993902,0.917379,0.950794,0.967575,0.422239,0.862991,0.668059,0.684638,0.473214,0.775843,0.846362,0.755622,0.745776,0.665344,0.602141,0.945326,0.905543,1,0.980967,0.774011,0.949154,0.807359,0.706111,0.374261,0.780241,0.970091,0.565079,0.984611,0.658713,0.683385,0.785714,0.927536,0.937312,0.79908,0.708333,0.899669,0.708333,0.948115,0.540676,0.998459,0.742035,0.953913,0.698827,0.823716,0.530944,0.948557
MultiBoostAB-I-10-SimpleLogistic,0.270529,0.994432,0.706911,0.853982,0.787689,0.882971,0.914997,0.762598,0.724609,0.961101,0.672109,0.657597,0.931134,0.50409,0.825699,0.796584,0.853623,0.757381,0.766013,0.972821,0.771453,0.869048,0.644192,0.73794,0.535714,0.565657,0.83074,0.843137,0.833157,0.844482,0.968438,0.887939,0.956508,0.96965,0.422239,0.894737,0.772735,0.675915,0.5625,0.842986,0.90566,0.75011,0.723886,0.669753,0.585235,0.997685,0.932475,0.999631,0.926108,0.972926,0.964632,0.954105,0.711111,0.466358,0.858298,0.951268,0.653968,0.967366,0.711189,0.752702,0.786172,0.938437,0.927169,0.807931,0.740476,0.899414,0.758929,0.766595,0.544308,0.980117,0.777497,0.965517,0.82399,0.86887,0.588179,0.920792
MultiBoostAB-I-10-SMO,0.251377,0.991303,0.696797,0.822077,0.73705,0.87779,0.940257,0.777855,0.696637,0.967504,0.67619,0.695238,0.940366,0.481492,0.813664,0.764752,0.853013,0.754857,0.822751,0.953552,0.771391,0.861961,0.584112,0.734205,0.496599,0.576118,0.841899,0.837059,0.840936,0.842258,0.936546,0.890788,0.960702,0.964688,0.435629,0.878864,0.82409,0.595031,0.40625,0.870335,0.933962,0.794863,0.795315,0.670414,0.549169,1,0.933645,1,0.930494,0.983505,0.932117,0.981181,0.653704,0.46116,0.867963,0.928633,0.549206,0.940514,0.715612,0.752703,0.776328,0.933626,0.906749,0.805275,0.763095,0.892284,0.685714,0.766595,0.524755,0.983299,0.748995,0.961724,0.760269,0.86551,0.571557,0.960396
MultiBoostAB-I-10-VFI,0.134307,0.716036,0.495575,0.527181,0.621603,0.762819,0.753731,0.286408,0.6665,0.957286,0.533333,0.542857,0.836806,0.453496,0.800951,0.651268,0.852403,0.711,0.757407,0.956024,0.638889,0.733277,0.557855,0.535637,0.428571,0.613636,0.801352,0.824382,0.804056,0.850999,0.943937,0.94302,0.95746,0.90053,0.179106,0.83208,0.611814,0.602623,0.494048,0.796332,0.877358,0.748677,0.750768,0.526014,0.482953,0.972112,0.928571,0.999191,0.734142,0.765404,0.87323,0.780022,0.433333,0.306785,0.710694,0.774521,0.6,0.698632,0.565826,0.689404,0.573489,0.869344,0.688784,0.75624,0.7125,0.816399,0.750595,0.884326,0.543046,0.690725,0.532309,0.930159,0.598033,0.56085,0.50584,0.940594
MultiBoostAB-I-10-ZeroR,0.164951,0.761693,0.542035,0.252212,0.326829,0.4576,0.906716,0.771845,0.702797,0.655222,0.419048,0.419048,0.700231,0.42702,0.630435,0.663043,0.555072,0.7,0.577778,0.306011,0.651042,0.425595,0.35514,0.735294,0.5,0.378788,0.544554,0.639456,0.555556,0.793548,0.922853,0.641026,0.333333,0.522215,0.162283,0.649123,0.04065,0.57971,0.40625,0.547297,0.471698,0.490741,0.483871,0.671296,0.621302,0.527778,0.508197,0.517971,0.333333,0.101423,0.89768,0.103712,0.711111,0.247788,0.238103,0.142857,0.6,0.938759,0.272446,0.310507,0.533654,0.1347,0.605955,0.795539,0.5,0.919786,0.5,0.518809,0.344371,0.653445,0.256501,0.613793,0.090909,0.3384,0.311995,0.405941
MultiBoostAB-I-160-DecisionStump,0.209959,0.836303,0.55531,0.464602,0.44878,0.7232,0.906716,0.771845,0.711122,0.956536,0.571429,0.571429,0.700231,0.42702,0.838898,0.848085,0.865632,0.735048,0.740388,0.502732,0.756324,0.645833,0.448598,0.745565,0.636054,0.431818,0.834984,0.816489,0.815741,0.827035,0.932131,0.928368,0.947936,0.945721,0.18873,0.893902,0.0709,0.732919,0.5,0.743243,0.920036,0.75,0.715438,0.650347,0.524937,1,0.898127,0.996882,0.6625,0.197509,0.931299,0.203785,0.7,0.289086,0.437947,0.285714,0.666667,0.972807,0.467492,0.534709,0.856685,0.279649,0.926569,0.815242,0.85119,0.919531,0.75375,0.867085,0.377483,0.798154,0.399527,0.963656,0.173737,0.6744,0.407008,0.60396
MultiBoostAB-I-20-DecisionStump,0.209959,0.836303,0.55531,0.464602,0.44878,0.7232,0.911087,0.771845,0.720446,0.951155,0.571429,0.571429,0.700231,0.42702,0.831651,0.838509,0.855348,0.705143,0.712081,0.502732,0.749318,0.645833,0.448598,0.743542,0.613945,0.431818,0.835927,0.809014,0.824074,0.811367,0.931147,0.875729,0.938413,0.901395,0.18873,0.867168,0.0709,0.666253,0.482143,0.744208,0.892183,0.75,0.72235,0.669202,0.542688,0.972222,0.919984,0.965001,0.645613,0.197509,0.931299,0.203785,0.696825,0.289086,0.437947,0.285714,0.723809,0.969702,0.467492,0.534709,0.756868,0.279649,0.882489,0.802443,0.755357,0.919786,0.704762,0.830766,0.377483,0.697435,0.399527,0.955994,0.173737,0.653676,0.407008,0.60396
